VALUE,Longitude,Latitude
1.00000000,77.2411667,28.7202018
1.00000000,77.2412690,28.7202001
1.00000000,77.2413713,28.7201984
1.00000000,77.2414736,28.7201967
1.00000000,77.2415760,28.7201950
1.00000000,77.2416783,28.7201933
1.00000000,77.2417806,28.7201916
1.00000000,77.2418829,28.7201899
1.00000000,77.2419852,28.7201882
1.00000000,77.2420875,28.7201865
1.00000000,77.2401416,28.7201285
1.00000000,77.2402439,28.7201268
1.00000000,77.2403462,28.7201251
1.00000000,77.2404485,28.7201234
1.00000000,77.2405509,28.7201218
1.00000000,77.2406532,28.7201201
1.00000000,77.2407555,28.7201184
1.00000000,77.2408578,28.7201167
1.00000000,77.2409601,28.7201150
1.00000000,77.2410624,28.7201133
1.00000000,77.2411648,28.7201116
1.00000000,77.2412671,28.7201099
1.00000000,77.2413694,28.7201082
1.00000000,77.2414717,28.7201065
1.00000000,77.2415740,28.7201048
1.00000000,77.2416763,28.7201031
1.00000000,77.2417787,28.7201014
1.00000000,77.2418810,28.7200997
1.00000000,77.2419833,28.7200980
1.00000000,77.2401397,28.7200383
1.00000000,77.2402420,28.7200366
1.00000000,77.2403443,28.7200349
1.00000000,77.2404466,28.7200333
1.00000000,77.2405489,28.7200316
1.00000000,77.2406513,28.7200299
1.00000000,77.2407536,28.7200282
1.00000000,77.2408559,28.7200265
1.00000000,77.2409582,28.7200248
1.00000000,77.2410605,28.7200231
1.00000000,77.2411628,28.7200214
1.00000000,77.2412652,28.7200197
1.00000000,77.2413675,28.7200180
1.00000000,77.2414698,28.7200163
1.00000000,77.2415721,28.7200146
1.00000000,77.2416744,28.7200129
1.00000000,77.2417767,28.7200112
1.00000000,77.2418791,28.7200095
1.00000000,77.2419814,28.7200078
1.00000000,77.2400354,28.7199498
1.00000000,77.2401378,28.7199481
1.00000000,77.2402401,28.7199465
1.00000000,77.2403424,28.7199448
1.00000000,77.2404447,28.7199431
1.00000000,77.2405470,28.7199414
1.00000000,77.2406493,28.7199397
1.00000000,77.2407516,28.7199380
1.00000000,77.2408540,28.7199363
1.00000000,77.2409563,28.7199346
1.00000000,77.2410586,28.7199329
1.00000000,77.2411609,28.7199312
1.00000000,77.2412632,28.7199295
1.00000000,77.2413655,28.7199278
1.00000000,77.2414679,28.7199261
1.00000000,77.2415702,28.7199244
1.00000000,77.2416725,28.7199227
1.00000000,77.2417748,28.7199210
1.00000000,77.2418771,28.7199193
1.00000000,77.2419794,28.7199176
1.00000000,77.2420818,28.7199159
1.00000000,77.2400335,28.7198596
1.00000000,77.2401358,28.7198580
1.00000000,77.2402381,28.7198563
1.00000000,77.2403405,28.7198546
1.00000000,77.2404428,28.7198529
1.00000000,77.2405451,28.7198512
1.00000000,77.2406474,28.7198495
1.00000000,77.2407497,28.7198478
1.00000000,77.2408520,28.7198461
1.00000000,77.2409544,28.7198444
1.00000000,77.2410567,28.7198427
1.00000000,77.2411590,28.7198410
1.00000000,77.2412613,28.7198393
1.00000000,77.2400316,28.7197695
1.00000000,77.2401339,28.7197678
1.00000000,77.2402362,28.7197661
1.00000000,77.2403385,28.7197644
1.00000000,77.2404409,28.7197627
1.00000000,77.2405432,28.7197610
1.00000000,77.2406455,28.7197593
1.00000000,77.2407478,28.7197576
1.00000000,77.2408501,28.7197559
1.00000000,77.2409524,28.7197542
1.00000000,77.2410547,28.7197525
1.00000000,77.2411571,28.7197508
1.00000000,77.2398250,28.7196827
1.00000000,77.2399274,28.7196810
1.00000000,77.2400297,28.7196793
1.00000000,77.2401320,28.7196776
1.00000000,77.2402343,28.7196759
1.00000000,77.2403366,28.7196742
1.00000000,77.2404389,28.7196725
1.00000000,77.2405412,28.7196708
1.00000000,77.2406436,28.7196691
1.00000000,77.2407459,28.7196674
1.00000000,77.2408482,28.7196657
1.00000000,77.2409505,28.7196640
1.00000000,77.2410528,28.7196623
1.00000000,77.2396185,28.7195958
1.00000000,77.2397208,28.7195942
1.00000000,77.2398231,28.7195925
1.00000000,77.2399254,28.7195908
1.00000000,77.2400277,28.7195891
1.00000000,77.2401301,28.7195874
1.00000000,77.2402324,28.7195857
1.00000000,77.2403347,28.7195840
1.00000000,77.2404370,28.7195823
1.00000000,77.2405393,28.7195806
1.00000000,77.2406416,28.7195789
1.00000000,77.2407440,28.7195772
1.00000000,77.2408463,28.7195755
1.00000000,77.2409486,28.7195738
1.00000000,77.2410509,28.7195721
1.00000000,77.2411532,28.7195704
1.00000000,77.2395142,28.7195073
1.00000000,77.2396166,28.7195057
1.00000000,77.2397189,28.7195040
1.00000000,77.2398212,28.7195023
1.00000000,77.2399235,28.7195006
1.00000000,77.2400258,28.7194989
1.00000000,77.2401281,28.7194972
1.00000000,77.2402305,28.7194955
1.00000000,77.2403328,28.7194938
1.00000000,77.2404351,28.7194921
1.00000000,77.2405374,28.7194904
1.00000000,77.2406397,28.7194887
1.00000000,77.2407420,28.7194870
1.00000000,77.2408443,28.7194853
1.00000000,77.2409467,28.7194836
1.00000000,77.2410490,28.7194819
1.00000000,77.2411513,28.7194802
1.00000000,77.2412536,28.7194785
1.00000000,77.2393077,28.7194205
1.00000000,77.2394100,28.7194188
1.00000000,77.2395123,28.7194172
1.00000000,77.2396146,28.7194155
1.00000000,77.2397170,28.7194138
1.00000000,77.2398193,28.7194121
1.00000000,77.2399216,28.7194104
1.00000000,77.2400239,28.7194087
1.00000000,77.2401262,28.7194070
1.00000000,77.2402285,28.7194053
1.00000000,77.2403308,28.7194036
1.00000000,77.2404332,28.7194019
1.00000000,77.2405355,28.7194002
1.00000000,77.2406378,28.7193985
1.00000000,77.2407401,28.7193968
1.00000000,77.2408424,28.7193951
1.00000000,77.2409447,28.7193934
1.00000000,77.2410471,28.7193917
1.00000000,77.2411494,28.7193900
1.00000000,77.2412517,28.7193883
1.00000000,77.2391011,28.7193337
1.00000000,77.2392034,28.7193320
1.00000000,77.2393058,28.7193303
1.00000000,77.2394081,28.7193287
1.00000000,77.2395104,28.7193270
1.00000000,77.2396127,28.7193253
1.00000000,77.2397150,28.7193236
1.00000000,77.2398173,28.7193219
1.00000000,77.2399197,28.7193202
1.00000000,77.2400220,28.7193185
1.00000000,77.2401243,28.7193168
1.00000000,77.2402266,28.7193151
1.00000000,77.2403289,28.7193134
1.00000000,77.2404312,28.7193117
1.00000000,77.2405336,28.7193100
1.00000000,77.2406359,28.7193083
1.00000000,77.2407382,28.7193066
1.00000000,77.2408405,28.7193049
1.00000000,77.2409428,28.7193032
1.00000000,77.2410451,28.7193015
1.00000000,77.2411474,28.7192998
1.00000000,77.2412498,28.7192981
1.00000000,77.2413521,28.7192964
1.00000000,77.2388946,28.7192469
1.00000000,77.2389969,28.7192452
1.00000000,77.2390992,28.7192435
1.00000000,77.2392015,28.7192418
1.00000000,77.2393038,28.7192402
1.00000000,77.2394062,28.7192385
1.00000000,77.2395085,28.7192368
1.00000000,77.2396108,28.7192351
1.00000000,77.2397131,28.7192334
1.00000000,77.2398154,28.7192317
1.00000000,77.2399177,28.7192300
1.00000000,77.2400201,28.7192283
1.00000000,77.2401224,28.7192266
1.00000000,77.2402247,28.7192249
1.00000000,77.2403270,28.7192232
1.00000000,77.2404293,28.7192215
1.00000000,77.2405316,28.7192198
1.00000000,77.2406339,28.7192181
1.00000000,77.2407363,28.7192164
1.00000000,77.2408386,28.7192147
1.00000000,77.2409409,28.7192130
1.00000000,77.2410432,28.7192113
1.00000000,77.2411455,28.7192096
1.00000000,77.2412478,28.7192079
1.00000000,77.2386880,28.7191601
1.00000000,77.2387903,28.7191584
1.00000000,77.2388927,28.7191567
1.00000000,77.2389950,28.7191550
1.00000000,77.2390973,28.7191533
1.00000000,77.2391996,28.7191517
1.00000000,77.2393019,28.7191500
1.00000000,77.2394042,28.7191483
1.00000000,77.2395066,28.7191466
1.00000000,77.2396089,28.7191449
1.00000000,77.2397112,28.7191432
1.00000000,77.2398135,28.7191415
1.00000000,77.2399158,28.7191398
1.00000000,77.2400181,28.7191381
1.00000000,77.2401204,28.7191364
1.00000000,77.2402228,28.7191347
1.00000000,77.2403251,28.7191330
1.00000000,77.2404274,28.7191313
1.00000000,77.2405297,28.7191296
1.00000000,77.2406320,28.7191279
1.00000000,77.2407343,28.7191262
1.00000000,77.2408367,28.7191245
1.00000000,77.2409390,28.7191228
1.00000000,77.2410413,28.7191211
1.00000000,77.2411436,28.7191194
1.00000000,77.2412459,28.7191177
1.00000000,77.2384815,28.7190733
1.00000000,77.2385838,28.7190716
1.00000000,77.2386861,28.7190699
1.00000000,77.2387884,28.7190682
1.00000000,77.2388907,28.7190665
1.00000000,77.2389931,28.7190648
1.00000000,77.2390954,28.7190632
1.00000000,77.2391977,28.7190615
1.00000000,77.2393000,28.7190598
1.00000000,77.2394023,28.7190581
1.00000000,77.2395046,28.7190564
1.00000000,77.2396069,28.7190547
1.00000000,77.2397093,28.7190530
1.00000000,77.2398116,28.7190513
1.00000000,77.2399139,28.7190496
1.00000000,77.2400162,28.7190479
1.00000000,77.2401185,28.7190462
1.00000000,77.2402208,28.7190445
1.00000000,77.2403232,28.7190428
1.00000000,77.2404255,28.7190411
1.00000000,77.2405278,28.7190394
1.00000000,77.2406301,28.7190377
1.00000000,77.2407324,28.7190360
1.00000000,77.2408347,28.7190343
1.00000000,77.2409370,28.7190326
1.00000000,77.2410394,28.7190309
1.00000000,77.2411417,28.7190292
1.00000000,77.2383772,28.7189848
1.00000000,77.2384796,28.7189831
1.00000000,77.2385819,28.7189814
1.00000000,77.2386842,28.7189797
1.00000000,77.2387865,28.7189780
1.00000000,77.2388888,28.7189763
1.00000000,77.2389911,28.7189747
1.00000000,77.2390934,28.7189730
1.00000000,77.2391958,28.7189713
1.00000000,77.2392981,28.7189696
1.00000000,77.2394004,28.7189679
1.00000000,77.2395027,28.7189662
1.00000000,77.2396050,28.7189645
1.00000000,77.2397073,28.7189628
1.00000000,77.2398097,28.7189611
1.00000000,77.2399120,28.7189594
1.00000000,77.2400143,28.7189577
1.00000000,77.2401166,28.7189560
1.00000000,77.2402189,28.7189543
1.00000000,77.2403212,28.7189526
1.00000000,77.2404235,28.7189509
1.00000000,77.2405259,28.7189492
1.00000000,77.2406282,28.7189475
1.00000000,77.2407305,28.7189458
1.00000000,77.2408328,28.7189441
1.00000000,77.2409351,28.7189424
1.00000000,77.2410374,28.7189407
1.00000000,77.2411397,28.7189391
1.00000000,77.2382730,28.7188963
1.00000000,77.2383753,28.7188946
1.00000000,77.2384776,28.7188929
1.00000000,77.2385799,28.7188912
1.00000000,77.2386823,28.7188895
1.00000000,77.2387846,28.7188878
1.00000000,77.2388869,28.7188862
1.00000000,77.2389892,28.7188845
1.00000000,77.2390915,28.7188828
1.00000000,77.2391938,28.7188811
1.00000000,77.2392962,28.7188794
1.00000000,77.2393985,28.7188777
1.00000000,77.2395008,28.7188760
1.00000000,77.2396031,28.7188743
1.00000000,77.2397054,28.7188726
1.00000000,77.2398077,28.7188709
1.00000000,77.2399100,28.7188692
1.00000000,77.2400124,28.7188675
1.00000000,77.2401147,28.7188658
1.00000000,77.2402170,28.7188641
1.00000000,77.2403193,28.7188624
1.00000000,77.2404216,28.7188607
1.00000000,77.2405239,28.7188590
1.00000000,77.2406262,28.7188573
1.00000000,77.2407286,28.7188556
1.00000000,77.2408309,28.7188539
1.00000000,77.2409332,28.7188523
1.00000000,77.2410355,28.7188506
1.00000000,77.2381688,28.7188078
1.00000000,77.2382711,28.7188061
1.00000000,77.2383734,28.7188044
1.00000000,77.2384757,28.7188027
1.00000000,77.2385780,28.7188010
1.00000000,77.2386803,28.7187993
1.00000000,77.2387827,28.7187977
1.00000000,77.2388850,28.7187960
1.00000000,77.2389873,28.7187943
1.00000000,77.2390896,28.7187926
1.00000000,77.2391919,28.7187909
1.00000000,77.2392942,28.7187892
1.00000000,77.2393965,28.7187875
1.00000000,77.2394989,28.7187858
1.00000000,77.2396012,28.7187841
1.00000000,77.2397035,28.7187824
1.00000000,77.2398058,28.7187807
1.00000000,77.2399081,28.7187790
1.00000000,77.2400104,28.7187773
1.00000000,77.2401128,28.7187756
1.00000000,77.2402151,28.7187739
1.00000000,77.2403174,28.7187722
1.00000000,77.2404197,28.7187705
1.00000000,77.2405220,28.7187688
1.00000000,77.2406243,28.7187671
1.00000000,77.2407266,28.7187654
1.00000000,77.2408290,28.7187638
1.00000000,77.2409313,28.7187621
1.00000000,77.2380645,28.7187193
1.00000000,77.2381668,28.7187176
1.00000000,77.2382692,28.7187159
1.00000000,77.2383715,28.7187142
1.00000000,77.2384738,28.7187125
1.00000000,77.2385761,28.7187108
1.00000000,77.2386784,28.7187092
1.00000000,77.2387807,28.7187075
1.00000000,77.2388830,28.7187058
1.00000000,77.2389854,28.7187041
1.00000000,77.2390877,28.7187024
1.00000000,77.2391900,28.7187007
1.00000000,77.2392923,28.7186990
1.00000000,77.2393946,28.7186973
1.00000000,77.2394969,28.7186956
1.00000000,77.2395993,28.7186939
1.00000000,77.2397016,28.7186922
1.00000000,77.2398039,28.7186905
1.00000000,77.2399062,28.7186888
1.00000000,77.2400085,28.7186871
1.00000000,77.2401108,28.7186854
1.00000000,77.2402131,28.7186837
1.00000000,77.2403155,28.7186820
1.00000000,77.2404178,28.7186803
1.00000000,77.2405201,28.7186786
1.00000000,77.2406224,28.7186770
1.00000000,77.2407247,28.7186753
1.00000000,77.2408270,28.7186736
1.00000000,77.2380626,28.7186291
1.00000000,77.2381649,28.7186274
1.00000000,77.2382672,28.7186257
1.00000000,77.2383696,28.7186240
1.00000000,77.2384719,28.7186223
1.00000000,77.2385742,28.7186207
1.00000000,77.2386765,28.7186190
1.00000000,77.2387788,28.7186173
1.00000000,77.2388811,28.7186156
1.00000000,77.2389834,28.7186139
1.00000000,77.2390858,28.7186122
1.00000000,77.2391881,28.7186105
1.00000000,77.2392904,28.7186088
1.00000000,77.2393927,28.7186071
1.00000000,77.2394950,28.7186054
1.00000000,77.2395973,28.7186037
1.00000000,77.2396996,28.7186020
1.00000000,77.2398020,28.7186003
1.00000000,77.2399043,28.7185986
1.00000000,77.2400066,28.7185969
1.00000000,77.2401089,28.7185952
1.00000000,77.2402112,28.7185935
1.00000000,77.2403135,28.7185918
1.00000000,77.2404158,28.7185901
1.00000000,77.2405182,28.7185885
1.00000000,77.2406205,28.7185868
1.00000000,77.2407228,28.7185851
1.00000000,77.2408251,28.7185834
1.00000000,77.2379584,28.7185406
1.00000000,77.2380607,28.7185389
1.00000000,77.2381630,28.7185372
1.00000000,77.2382653,28.7185355
1.00000000,77.2383676,28.7185338
1.00000000,77.2384699,28.7185322
1.00000000,77.2385723,28.7185305
1.00000000,77.2386746,28.7185288
1.00000000,77.2387769,28.7185271
1.00000000,77.2388792,28.7185254
1.00000000,77.2389815,28.7185237
1.00000000,77.2390838,28.7185220
1.00000000,77.2391861,28.7185203
1.00000000,77.2392885,28.7185186
1.00000000,77.2393908,28.7185169
1.00000000,77.2394931,28.7185152
1.00000000,77.2395954,28.7185135
1.00000000,77.2396977,28.7185118
1.00000000,77.2398000,28.7185101
1.00000000,77.2399024,28.7185084
1.00000000,77.2400047,28.7185067
1.00000000,77.2401070,28.7185050
1.00000000,77.2402093,28.7185033
1.00000000,77.2403116,28.7185016
1.00000000,77.2404139,28.7185000
1.00000000,77.2405162,28.7184983
1.00000000,77.2406186,28.7184966
1.00000000,77.2407209,28.7184949
1.00000000,77.2378541,28.7184521
1.00000000,77.2379564,28.7184504
1.00000000,77.2380588,28.7184487
1.00000000,77.2381611,28.7184470
1.00000000,77.2382634,28.7184453
1.00000000,77.2383657,28.7184437
1.00000000,77.2384680,28.7184420
1.00000000,77.2385703,28.7184403
1.00000000,77.2386727,28.7184386
1.00000000,77.2387750,28.7184369
1.00000000,77.2388773,28.7184352
1.00000000,77.2389796,28.7184335
1.00000000,77.2390819,28.7184318
1.00000000,77.2391842,28.7184301
1.00000000,77.2392865,28.7184284
1.00000000,77.2393889,28.7184267
1.00000000,77.2394912,28.7184250
1.00000000,77.2395935,28.7184233
1.00000000,77.2396958,28.7184216
1.00000000,77.2397981,28.7184199
1.00000000,77.2399004,28.7184182
1.00000000,77.2400027,28.7184165
1.00000000,77.2401051,28.7184148
1.00000000,77.2402074,28.7184132
1.00000000,77.2403097,28.7184115
1.00000000,77.2404120,28.7184098
1.00000000,77.2405143,28.7184081
1.00000000,77.2406166,28.7184064
1.00000000,77.2407189,28.7184047
1.00000000,77.2377499,28.7183636
1.00000000,77.2378522,28.7183619
1.00000000,77.2379545,28.7183602
1.00000000,77.2380568,28.7183585
1.00000000,77.2381592,28.7183568
1.00000000,77.2382615,28.7183552
1.00000000,77.2383638,28.7183535
1.00000000,77.2384661,28.7183518
1.00000000,77.2385684,28.7183501
1.00000000,77.2386707,28.7183484
1.00000000,77.2387730,28.7183467
1.00000000,77.2388754,28.7183450
1.00000000,77.2389777,28.7183433
1.00000000,77.2390800,28.7183416
1.00000000,77.2391823,28.7183399
1.00000000,77.2392846,28.7183382
1.00000000,77.2393869,28.7183365
1.00000000,77.2394892,28.7183348
1.00000000,77.2395916,28.7183331
1.00000000,77.2396939,28.7183314
1.00000000,77.2397962,28.7183297
1.00000000,77.2398985,28.7183280
1.00000000,77.2400008,28.7183263
1.00000000,77.2401031,28.7183247
1.00000000,77.2402054,28.7183230
1.00000000,77.2403078,28.7183213
1.00000000,77.2404101,28.7183196
1.00000000,77.2405124,28.7183179
1.00000000,77.2406147,28.7183162
1.00000000,77.2377480,28.7182734
1.00000000,77.2378503,28.7182717
1.00000000,77.2379526,28.7182700
1.00000000,77.2380549,28.7182683
1.00000000,77.2381572,28.7182667
1.00000000,77.2382596,28.7182650
1.00000000,77.2383619,28.7182633
1.00000000,77.2384642,28.7182616
1.00000000,77.2385665,28.7182599
1.00000000,77.2386688,28.7182582
1.00000000,77.2387711,28.7182565
1.00000000,77.2388734,28.7182548
1.00000000,77.2389758,28.7182531
1.00000000,77.2390781,28.7182514
1.00000000,77.2391804,28.7182497
1.00000000,77.2392827,28.7182480
1.00000000,77.2393850,28.7182463
1.00000000,77.2394873,28.7182446
1.00000000,77.2395896,28.7182429
1.00000000,77.2396920,28.7182412
1.00000000,77.2397943,28.7182395
1.00000000,77.2398966,28.7182378
1.00000000,77.2399989,28.7182362
1.00000000,77.2401012,28.7182345
1.00000000,77.2402035,28.7182328
1.00000000,77.2403058,28.7182311
1.00000000,77.2404082,28.7182294
1.00000000,77.2405105,28.7182277
1.00000000,77.2376437,28.7181849
1.00000000,77.2377461,28.7181832
1.00000000,77.2378484,28.7181815
1.00000000,77.2379507,28.7181798
1.00000000,77.2380530,28.7181782
1.00000000,77.2381553,28.7181765
1.00000000,77.2382576,28.7181748
1.00000000,77.2383599,28.7181731
1.00000000,77.2384623,28.7181714
1.00000000,77.2385646,28.7181697
1.00000000,77.2386669,28.7181680
1.00000000,77.2387692,28.7181663
1.00000000,77.2388715,28.7181646
1.00000000,77.2389738,28.7181629
1.00000000,77.2390761,28.7181612
1.00000000,77.2391785,28.7181595
1.00000000,77.2392808,28.7181578
1.00000000,77.2393831,28.7181561
1.00000000,77.2394854,28.7181544
1.00000000,77.2395877,28.7181527
1.00000000,77.2396900,28.7181510
1.00000000,77.2397923,28.7181493
1.00000000,77.2398947,28.7181477
1.00000000,77.2399970,28.7181460
1.00000000,77.2400993,28.7181443
1.00000000,77.2402016,28.7181426
1.00000000,77.2403039,28.7181409
1.00000000,77.2404062,28.7181392
1.00000000,77.2375395,28.7180964
1.00000000,77.2376418,28.7180947
1.00000000,77.2377441,28.7180930
1.00000000,77.2378464,28.7180913
1.00000000,77.2379488,28.7180897
1.00000000,77.2380511,28.7180880
1.00000000,77.2381534,28.7180863
1.00000000,77.2382557,28.7180846
1.00000000,77.2383580,28.7180829
1.00000000,77.2384603,28.7180812
1.00000000,77.2385627,28.7180795
1.00000000,77.2386650,28.7180778
1.00000000,77.2387673,28.7180761
1.00000000,77.2388696,28.7180744
1.00000000,77.2389719,28.7180727
1.00000000,77.2390742,28.7180710
1.00000000,77.2391765,28.7180693
1.00000000,77.2392789,28.7180676
1.00000000,77.2393812,28.7180659
1.00000000,77.2394835,28.7180642
1.00000000,77.2395858,28.7180625
1.00000000,77.2396881,28.7180608
1.00000000,77.2397904,28.7180592
1.00000000,77.2398927,28.7180575
1.00000000,77.2399951,28.7180558
1.00000000,77.2400974,28.7180541
1.00000000,77.2401997,28.7180524
1.00000000,77.2403020,28.7180507
1.00000000,77.2404043,28.7180490
1.00000000,77.2327288,28.7180857
1.00000000,77.2374353,28.7180079
1.00000000,77.2375376,28.7180062
1.00000000,77.2376399,28.7180045
1.00000000,77.2377422,28.7180028
1.00000000,77.2378445,28.7180012
1.00000000,77.2379468,28.7179995
1.00000000,77.2380492,28.7179978
1.00000000,77.2381515,28.7179961
1.00000000,77.2382538,28.7179944
1.00000000,77.2383561,28.7179927
1.00000000,77.2384584,28.7179910
1.00000000,77.2385607,28.7179893
1.00000000,77.2386630,28.7179876
1.00000000,77.2387654,28.7179859
1.00000000,77.2388677,28.7179842
1.00000000,77.2389700,28.7179825
1.00000000,77.2390723,28.7179808
1.00000000,77.2391746,28.7179791
1.00000000,77.2392769,28.7179774
1.00000000,77.2393792,28.7179757
1.00000000,77.2394816,28.7179740
1.00000000,77.2395839,28.7179723
1.00000000,77.2396862,28.7179707
1.00000000,77.2397885,28.7179690
1.00000000,77.2398908,28.7179673
1.00000000,77.2399931,28.7179656
1.00000000,77.2400954,28.7179639
1.00000000,77.2401978,28.7179622
1.00000000,77.2403001,28.7179605
1.00000000,77.2404024,28.7179588
1.00000000,77.2330338,28.7179905
1.00000000,77.2374333,28.7179177
1.00000000,77.2375357,28.7179160
1.00000000,77.2376380,28.7179143
1.00000000,77.2377403,28.7179127
1.00000000,77.2378426,28.7179110
1.00000000,77.2379449,28.7179093
1.00000000,77.2380472,28.7179076
1.00000000,77.2381495,28.7179059
1.00000000,77.2382519,28.7179042
1.00000000,77.2383542,28.7179025
1.00000000,77.2384565,28.7179008
1.00000000,77.2385588,28.7178991
1.00000000,77.2386611,28.7178974
1.00000000,77.2387634,28.7178957
1.00000000,77.2388657,28.7178940
1.00000000,77.2389681,28.7178923
1.00000000,77.2390704,28.7178906
1.00000000,77.2391727,28.7178889
1.00000000,77.2392750,28.7178872
1.00000000,77.2393773,28.7178855
1.00000000,77.2394796,28.7178839
1.00000000,77.2395819,28.7178822
1.00000000,77.2396843,28.7178805
1.00000000,77.2397866,28.7178788
1.00000000,77.2398889,28.7178771
1.00000000,77.2399912,28.7178754
1.00000000,77.2400935,28.7178737
1.00000000,77.2373291,28.7178292
1.00000000,77.2374314,28.7178275
1.00000000,77.2375337,28.7178258
1.00000000,77.2376361,28.7178241
1.00000000,77.2377384,28.7178225
1.00000000,77.2378407,28.7178208
1.00000000,77.2379430,28.7178191
1.00000000,77.2380453,28.7178174
1.00000000,77.2381476,28.7178157
1.00000000,77.2382499,28.7178140
1.00000000,77.2383523,28.7178123
1.00000000,77.2384546,28.7178106
1.00000000,77.2385569,28.7178089
1.00000000,77.2386592,28.7178072
1.00000000,77.2387615,28.7178055
1.00000000,77.2388638,28.7178038
1.00000000,77.2389661,28.7178021
1.00000000,77.2390685,28.7178004
1.00000000,77.2391708,28.7177987
1.00000000,77.2392731,28.7177970
1.00000000,77.2393754,28.7177954
1.00000000,77.2394777,28.7177937
1.00000000,77.2395800,28.7177920
1.00000000,77.2396823,28.7177903
1.00000000,77.2397847,28.7177886
1.00000000,77.2398870,28.7177869
1.00000000,77.2399893,28.7177852
1.00000000,77.2400916,28.7177835
1.00000000,77.2372249,28.7177407
1.00000000,77.2373272,28.7177390
1.00000000,77.2374295,28.7177373
1.00000000,77.2375318,28.7177356
1.00000000,77.2376341,28.7177340
1.00000000,77.2377365,28.7177323
1.00000000,77.2378388,28.7177306
1.00000000,77.2379411,28.7177289
1.00000000,77.2380434,28.7177272
1.00000000,77.2381457,28.7177255
1.00000000,77.2382480,28.7177238
1.00000000,77.2383503,28.7177221
1.00000000,77.2384526,28.7177204
1.00000000,77.2385550,28.7177187
1.00000000,77.2386573,28.7177170
1.00000000,77.2387596,28.7177153
1.00000000,77.2388619,28.7177136
1.00000000,77.2389642,28.7177119
1.00000000,77.2390665,28.7177102
1.00000000,77.2391688,28.7177085
1.00000000,77.2392712,28.7177069
1.00000000,77.2393735,28.7177052
1.00000000,77.2394758,28.7177035
1.00000000,77.2395781,28.7177018
1.00000000,77.2396804,28.7177001
1.00000000,77.2397827,28.7176984
1.00000000,77.2398850,28.7176967
1.00000000,77.2399874,28.7176950
1.00000000,77.2400897,28.7176933
1.00000000,77.2372230,28.7176505
1.00000000,77.2373253,28.7176488
1.00000000,77.2374276,28.7176471
1.00000000,77.2375299,28.7176455
1.00000000,77.2376322,28.7176438
1.00000000,77.2377345,28.7176421
1.00000000,77.2378368,28.7176404
1.00000000,77.2379392,28.7176387
1.00000000,77.2380415,28.7176370
1.00000000,77.2381438,28.7176353
1.00000000,77.2382461,28.7176336
1.00000000,77.2383484,28.7176319
1.00000000,77.2384507,28.7176302
1.00000000,77.2385530,28.7176285
1.00000000,77.2386554,28.7176268
1.00000000,77.2387577,28.7176251
1.00000000,77.2388600,28.7176234
1.00000000,77.2389623,28.7176217
1.00000000,77.2390646,28.7176200
1.00000000,77.2391669,28.7176184
1.00000000,77.2392692,28.7176167
1.00000000,77.2393716,28.7176150
1.00000000,77.2394739,28.7176133
1.00000000,77.2395762,28.7176116
1.00000000,77.2396785,28.7176099
1.00000000,77.2397808,28.7176082
1.00000000,77.2398831,28.7176065
1.00000000,77.2371187,28.7175620
1.00000000,77.2372210,28.7175603
1.00000000,77.2373234,28.7175586
1.00000000,77.2374257,28.7175570
1.00000000,77.2375280,28.7175553
1.00000000,77.2376303,28.7175536
1.00000000,77.2377326,28.7175519
1.00000000,77.2378349,28.7175502
1.00000000,77.2379372,28.7175485
1.00000000,77.2380396,28.7175468
1.00000000,77.2381419,28.7175451
1.00000000,77.2382442,28.7175434
1.00000000,77.2383465,28.7175417
1.00000000,77.2384488,28.7175400
1.00000000,77.2385511,28.7175383
1.00000000,77.2386534,28.7175366
1.00000000,77.2387557,28.7175349
1.00000000,77.2388581,28.7175332
1.00000000,77.2389604,28.7175315
1.00000000,77.2390627,28.7175299
1.00000000,77.2391650,28.7175282
1.00000000,77.2392673,28.7175265
1.00000000,77.2393696,28.7175248
1.00000000,77.2394719,28.7175231
1.00000000,77.2395743,28.7175214
1.00000000,77.2396766,28.7175197
1.00000000,77.2370145,28.7174735
1.00000000,77.2371168,28.7174718
1.00000000,77.2372191,28.7174701
1.00000000,77.2373214,28.7174685
1.00000000,77.2374237,28.7174668
1.00000000,77.2375261,28.7174651
1.00000000,77.2376284,28.7174634
1.00000000,77.2377307,28.7174617
1.00000000,77.2378330,28.7174600
1.00000000,77.2379353,28.7174583
1.00000000,77.2380376,28.7174566
1.00000000,77.2381399,28.7174549
1.00000000,77.2382423,28.7174532
1.00000000,77.2383446,28.7174515
1.00000000,77.2384469,28.7174498
1.00000000,77.2385492,28.7174481
1.00000000,77.2386515,28.7174464
1.00000000,77.2387538,28.7174447
1.00000000,77.2388561,28.7174430
1.00000000,77.2389585,28.7174414
1.00000000,77.2390608,28.7174397
1.00000000,77.2391631,28.7174380
1.00000000,77.2392654,28.7174363
1.00000000,77.2393677,28.7174346
1.00000000,77.2394700,28.7174329
1.00000000,77.2370126,28.7173833
1.00000000,77.2371149,28.7173816
1.00000000,77.2372172,28.7173800
1.00000000,77.2373195,28.7173783
1.00000000,77.2374218,28.7173766
1.00000000,77.2375241,28.7173749
1.00000000,77.2376265,28.7173732
1.00000000,77.2377288,28.7173715
1.00000000,77.2378311,28.7173698
1.00000000,77.2379334,28.7173681
