VALUE,Longitude,Latitude
1.00000000,77.0758520,28.7972817
1.00000000,77.0759544,28.7972802
1.00000000,77.0760568,28.7972786
1.00000000,77.0761592,28.7972770
1.00000000,77.2029272,28.7952674
1.00000000,77.2030296,28.7952658
1.00000000,77.2031320,28.7952641
1.00000000,77.2032344,28.7952624
1.00000000,77.2033368,28.7952608
1.00000000,77.2034392,28.7952591
1.00000000,77.2035416,28.7952574
1.00000000,77.2036440,28.7952557
1.00000000,77.2037464,28.7952541
1.00000000,77.2038488,28.7952524
1.00000000,77.2039512,28.7952507
1.00000000,77.2040536,28.7952491
1.00000000,77.2041559,28.7952474
1.00000000,77.0699108,28.7972827
1.00000000,77.0700132,28.7972812
1.00000000,77.0756454,28.7971947
1.00000000,77.0757478,28.7971931
1.00000000,77.0758502,28.7971915
1.00000000,77.0759526,28.7971900
1.00000000,77.0760550,28.7971884
1.00000000,77.2030277,28.7951756
1.00000000,77.2031301,28.7951739
1.00000000,77.2032325,28.7951722
1.00000000,77.2033349,28.7951706
1.00000000,77.2034373,28.7951689
1.00000000,77.2035397,28.7951672
1.00000000,77.2036421,28.7951656
1.00000000,77.2037445,28.7951639
1.00000000,77.2038469,28.7951622
1.00000000,77.2039493,28.7951605
1.00000000,77.2040517,28.7951589
1.00000000,77.2041540,28.7951572
1.00000000,77.2029234,28.7950871
1.00000000,77.2030258,28.7950854
1.00000000,77.2031282,28.7950837
1.00000000,77.2032306,28.7950820
1.00000000,77.2033330,28.7950804
1.00000000,77.2034354,28.7950787
1.00000000,77.2035378,28.7950770
1.00000000,77.2036402,28.7950754
1.00000000,77.2037426,28.7950737
1.00000000,77.2038450,28.7950720
1.00000000,77.2039474,28.7950703
1.00000000,77.2040498,28.7950687
1.00000000,77.2041521,28.7950670
1.00000000,77.0702145,28.7970976
1.00000000,77.2029215,28.7949969
1.00000000,77.2030239,28.7949952
1.00000000,77.2031263,28.7949935
1.00000000,77.2032287,28.7949918
1.00000000,77.2033311,28.7949902
1.00000000,77.2034335,28.7949885
1.00000000,77.2035359,28.7949868
1.00000000,77.2036383,28.7949852
1.00000000,77.2037407,28.7949835
1.00000000,77.2038431,28.7949818
1.00000000,77.2039455,28.7949801
1.00000000,77.2040479,28.7949785
1.00000000,77.2041502,28.7949768
1.00000000,77.0743088,28.7969445
1.00000000,77.2029196,28.7949067
1.00000000,77.2030220,28.7949050
1.00000000,77.2031244,28.7949033
1.00000000,77.2032268,28.7949017
1.00000000,77.2033292,28.7949000
1.00000000,77.2034316,28.7948983
1.00000000,77.2035340,28.7948966
1.00000000,77.2036364,28.7948950
1.00000000,77.2037388,28.7948933
1.00000000,77.2038412,28.7948916
1.00000000,77.2039436,28.7948899
1.00000000,77.2040460,28.7948883
1.00000000,77.2029178,28.7948165
1.00000000,77.2030201,28.7948148
1.00000000,77.2031225,28.7948131
1.00000000,77.2032249,28.7948115
1.00000000,77.2033273,28.7948098
1.00000000,77.2034297,28.7948081
1.00000000,77.2035321,28.7948064
1.00000000,77.2036345,28.7948048
1.00000000,77.2037369,28.7948031
1.00000000,77.2038393,28.7948014
1.00000000,77.2039417,28.7947998
1.00000000,77.2040441,28.7947981
1.00000000,77.2029159,28.7947263
1.00000000,77.2030182,28.7947246
1.00000000,77.2031206,28.7947229
1.00000000,77.2032230,28.7947213
1.00000000,77.2033254,28.7947196
1.00000000,77.2034278,28.7947179
1.00000000,77.2035302,28.7947162
1.00000000,77.2036326,28.7947146
1.00000000,77.2037350,28.7947129
1.00000000,77.2038374,28.7947112
1.00000000,77.2039398,28.7947096
1.00000000,77.2040422,28.7947079
1.00000000,77.2029140,28.7946361
1.00000000,77.2030163,28.7946344
1.00000000,77.2031187,28.7946327
1.00000000,77.2032211,28.7946311
1.00000000,77.2033235,28.7946294
1.00000000,77.2034259,28.7946277
1.00000000,77.2035283,28.7946261
1.00000000,77.2036307,28.7946244
1.00000000,77.2037331,28.7946227
1.00000000,77.2038355,28.7946210
1.00000000,77.2039379,28.7946194
1.00000000,77.2040403,28.7946177
1.00000000,77.2041427,28.7946160
1.00000000,77.0647782,28.7967297
1.00000000,77.2029121,28.7945459
1.00000000,77.2030145,28.7945442
1.00000000,77.2031168,28.7945425
1.00000000,77.2032192,28.7945409
1.00000000,77.2033216,28.7945392
1.00000000,77.2034240,28.7945375
1.00000000,77.2035264,28.7945359
1.00000000,77.2036288,28.7945342
1.00000000,77.2037312,28.7945325
1.00000000,77.2038336,28.7945308
1.00000000,77.2039360,28.7945292
1.00000000,77.2040384,28.7945275
1.00000000,77.2041408,28.7945258
1.00000000,77.0643668,28.7966458
1.00000000,77.0648788,28.7966380
1.00000000,77.2029102,28.7944557
1.00000000,77.2030126,28.7944540
1.00000000,77.2031149,28.7944523
1.00000000,77.2032173,28.7944507
1.00000000,77.2033197,28.7944490
1.00000000,77.2034221,28.7944473
1.00000000,77.2035245,28.7944457
1.00000000,77.2036269,28.7944440
1.00000000,77.2037293,28.7944423
1.00000000,77.2038317,28.7944406
1.00000000,77.2039341,28.7944390
1.00000000,77.2040365,28.7944373
1.00000000,77.2041389,28.7944356
1.00000000,77.0643650,28.7965556
1.00000000,77.2029083,28.7943655
1.00000000,77.2030107,28.7943638
1.00000000,77.2031130,28.7943621
1.00000000,77.2032154,28.7943605
1.00000000,77.2033178,28.7943588
1.00000000,77.2034202,28.7943571
1.00000000,77.2035226,28.7943555
1.00000000,77.2036250,28.7943538
1.00000000,77.2037274,28.7943521
1.00000000,77.2038298,28.7943504
1.00000000,77.2039322,28.7943488
1.00000000,77.2040346,28.7943471
1.00000000,77.2041370,28.7943454
1.00000000,77.2042394,28.7943438
1.00000000,77.0647729,28.7964591
1.00000000,77.2029064,28.7942753
1.00000000,77.2030088,28.7942736
1.00000000,77.2031112,28.7942720
1.00000000,77.2032135,28.7942703
1.00000000,77.2033159,28.7942686
1.00000000,77.2034183,28.7942669
1.00000000,77.2035207,28.7942653
1.00000000,77.2036231,28.7942636
1.00000000,77.2037255,28.7942619
1.00000000,77.2038279,28.7942603
1.00000000,77.2039303,28.7942586
1.00000000,77.2040327,28.7942569
1.00000000,77.2041351,28.7942552
1.00000000,77.2042375,28.7942536
1.00000000,77.2029045,28.7941851
1.00000000,77.2030069,28.7941834
1.00000000,77.2031093,28.7941818
1.00000000,77.2032116,28.7941801
1.00000000,77.2033140,28.7941784
1.00000000,77.2034164,28.7941767
1.00000000,77.2035188,28.7941751
1.00000000,77.2036212,28.7941734
1.00000000,77.2037236,28.7941717
1.00000000,77.2038260,28.7941701
1.00000000,77.2039284,28.7941684
1.00000000,77.2041332,28.7941650
1.00000000,77.2042356,28.7941634
1.00000000,77.0718351,28.7961705
1.00000000,77.2029026,28.7940949
1.00000000,77.2030050,28.7940932
1.00000000,77.2031074,28.7940916
1.00000000,77.2032097,28.7940899
1.00000000,77.2033121,28.7940882
1.00000000,77.2034145,28.7940865
1.00000000,77.2035169,28.7940849
1.00000000,77.2036193,28.7940832
1.00000000,77.2037217,28.7940815
1.00000000,77.2038241,28.7940799
1.00000000,77.2039265,28.7940782
1.00000000,77.2040289,28.7940765
1.00000000,77.2041313,28.7940748
1.00000000,77.2042337,28.7940732
1.00000000,77.0712189,28.7960897
1.00000000,77.0718333,28.7960802
1.00000000,77.2029007,28.7940047
1.00000000,77.2030031,28.7940030
1.00000000,77.2031055,28.7940014
1.00000000,77.2032078,28.7939997
1.00000000,77.2033102,28.7939980
1.00000000,77.2034126,28.7939964
1.00000000,77.2035150,28.7939947
1.00000000,77.2036174,28.7939930
1.00000000,77.2037198,28.7939913
1.00000000,77.2038222,28.7939897
1.00000000,77.2039246,28.7939880
1.00000000,77.2040270,28.7939863
1.00000000,77.2041294,28.7939847
1.00000000,77.2042318,28.7939830
1.00000000,77.2028988,28.7939145
1.00000000,77.2030012,28.7939128
1.00000000,77.2031036,28.7939112
1.00000000,77.2032060,28.7939095
1.00000000,77.2033083,28.7939078
1.00000000,77.2034107,28.7939062
1.00000000,77.2035131,28.7939045
1.00000000,77.2036155,28.7939028
1.00000000,77.2037179,28.7939011
1.00000000,77.2038203,28.7938995
1.00000000,77.2039227,28.7938978
1.00000000,77.2040251,28.7938961
1.00000000,77.2041275,28.7938945
1.00000000,77.0715225,28.7959046
1.00000000,77.1633734,28.7944636
1.00000000,77.2028969,28.7938243
1.00000000,77.2029993,28.7938226
1.00000000,77.2031017,28.7938210
1.00000000,77.2032041,28.7938193
1.00000000,77.2033064,28.7938176
1.00000000,77.2034088,28.7938160
1.00000000,77.2035112,28.7938143
1.00000000,77.2036136,28.7938126
1.00000000,77.2037160,28.7938109
1.00000000,77.2038184,28.7938093
1.00000000,77.2039208,28.7938076
1.00000000,77.2040232,28.7938059
1.00000000,77.2041256,28.7938043
1.00000000,77.0715207,28.7958144
1.00000000,77.0716231,28.7958128
1.00000000,77.1633715,28.7943734
1.00000000,77.2027926,28.7937358
1.00000000,77.2028950,28.7937341
1.00000000,77.2029974,28.7937325
1.00000000,77.2030998,28.7937308
1.00000000,77.2032022,28.7937291
1.00000000,77.2033045,28.7937274
1.00000000,77.2034069,28.7937258
1.00000000,77.2035093,28.7937241
1.00000000,77.2036117,28.7937224
1.00000000,77.2037141,28.7937208
1.00000000,77.2038165,28.7937191
1.00000000,77.2039189,28.7937174
1.00000000,77.2040213,28.7937157
1.00000000,77.2041237,28.7937141
1.00000000,77.2042261,28.7937124
1.00000000,77.0716213,28.7957226
1.00000000,77.1636769,28.7942783
1.00000000,77.2027907,28.7936456
1.00000000,77.2028931,28.7936439
1.00000000,77.2029955,28.7936423
1.00000000,77.2030979,28.7936406
1.00000000,77.2032003,28.7936389
1.00000000,77.2033027,28.7936372
1.00000000,77.2034050,28.7936356
1.00000000,77.2035074,28.7936339
1.00000000,77.2036098,28.7936322
1.00000000,77.2037122,28.7936306
1.00000000,77.2038146,28.7936289
1.00000000,77.2039170,28.7936272
1.00000000,77.2040194,28.7936255
1.00000000,77.2041218,28.7936239
1.00000000,77.2042242,28.7936222
1.00000000,77.1636750,28.7941881
1.00000000,77.1637774,28.7941864
1.00000000,77.2027888,28.7935554
1.00000000,77.2028912,28.7935537
1.00000000,77.2029936,28.7935521
1.00000000,77.2030960,28.7935504
1.00000000,77.2031984,28.7935487
1.00000000,77.2033008,28.7935470
1.00000000,77.2034031,28.7935454
1.00000000,77.2035055,28.7935437
1.00000000,77.2036079,28.7935420
1.00000000,77.2037103,28.7935404
1.00000000,77.2038127,28.7935387
1.00000000,77.2039151,28.7935370
1.00000000,77.2040175,28.7935353
1.00000000,77.2041199,28.7935337
1.00000000,77.2042223,28.7935320
1.00000000,77.1633659,28.7941028
1.00000000,77.2028893,28.7934635
1.00000000,77.2029917,28.7934619
1.00000000,77.2030941,28.7934602
1.00000000,77.2031965,28.7934585
1.00000000,77.2032989,28.7934569
1.00000000,77.2034012,28.7934552
1.00000000,77.2035036,28.7934535
1.00000000,77.2036060,28.7934518
1.00000000,77.2037084,28.7934502
1.00000000,77.2038108,28.7934485
1.00000000,77.2039132,28.7934468
1.00000000,77.2040156,28.7934452
1.00000000,77.2041180,28.7934435
1.00000000,77.2042204,28.7934418
1.00000000,77.1633641,28.7940126
1.00000000,77.1636713,28.7940077
1.00000000,77.2028874,28.7933733
1.00000000,77.2029898,28.7933717
1.00000000,77.2030922,28.7933700
1.00000000,77.2031946,28.7933683
1.00000000,77.2032970,28.7933667
1.00000000,77.2033993,28.7933650
1.00000000,77.2035017,28.7933633
1.00000000,77.2036041,28.7933616
1.00000000,77.2037065,28.7933600
1.00000000,77.2038089,28.7933583
1.00000000,77.2039113,28.7933566
1.00000000,77.2040137,28.7933550
1.00000000,77.2041161,28.7933533
1.00000000,77.2042185,28.7933516
1.00000000,77.2043209,28.7933499
1.00000000,77.2028855,28.7932831
1.00000000,77.2029879,28.7932815
1.00000000,77.2030903,28.7932798
1.00000000,77.2031927,28.7932781
1.00000000,77.2032951,28.7932765
1.00000000,77.2033975,28.7932748
1.00000000,77.2034998,28.7932731
1.00000000,77.2036022,28.7932714
1.00000000,77.2037046,28.7932698
1.00000000,77.2038070,28.7932681
1.00000000,77.2039094,28.7932664
1.00000000,77.2040118,28.7932648
1.00000000,77.2041142,28.7932631
1.00000000,77.2042166,28.7932614
1.00000000,77.2043190,28.7932597
1.00000000,77.1633604,28.7938322
1.00000000,77.2028836,28.7931930
1.00000000,77.2029860,28.7931913
1.00000000,77.2030884,28.7931896
1.00000000,77.2031908,28.7931879
1.00000000,77.2032932,28.7931863
1.00000000,77.2033956,28.7931846
1.00000000,77.2034979,28.7931829
1.00000000,77.2036003,28.7931813
1.00000000,77.2037027,28.7931796
1.00000000,77.2038051,28.7931779
1.00000000,77.2039075,28.7931762
1.00000000,77.2040099,28.7931746
1.00000000,77.2041123,28.7931729
1.00000000,77.2042147,28.7931712
1.00000000,77.2043171,28.7931695
1.00000000,77.2044195,28.7931679
1.00000000,77.2028817,28.7931028
1.00000000,77.2029841,28.7931011
1.00000000,77.2030865,28.7930994
1.00000000,77.2031889,28.7930977
1.00000000,77.2032913,28.7930961
1.00000000,77.2033937,28.7930944
1.00000000,77.2034960,28.7930927
1.00000000,77.2035984,28.7930911
1.00000000,77.2037008,28.7930894
1.00000000,77.2038032,28.7930877
1.00000000,77.2039056,28.7930860
1.00000000,77.2040080,28.7930844
1.00000000,77.2041104,28.7930827
1.00000000,77.2042128,28.7930810
1.00000000,77.2043152,28.7930794
1.00000000,77.2044176,28.7930777
1.00000000,77.2028798,28.7930126
1.00000000,77.2029822,28.7930109
1.00000000,77.2030846,28.7930092
1.00000000,77.2031870,28.7930075
1.00000000,77.2032894,28.7930059
1.00000000,77.2033918,28.7930042
1.00000000,77.2034941,28.7930025
1.00000000,77.2035965,28.7930009
1.00000000,77.2036989,28.7929992
1.00000000,77.2038013,28.7929975
1.00000000,77.2039037,28.7929958
1.00000000,77.2040061,28.7929942
1.00000000,77.2041085,28.7929925
1.00000000,77.2042109,28.7929908
1.00000000,77.2043133,28.7929892
1.00000000,77.2044157,28.7929875
1.00000000,77.2028779,28.7929224
1.00000000,77.2029803,28.7929207
1.00000000,77.2030827,28.7929190
1.00000000,77.2031851,28.7929174
1.00000000,77.2032875,28.7929157
1.00000000,77.2033899,28.7929140
1.00000000,77.2034923,28.7929123
1.00000000,77.2035946,28.7929107
1.00000000,77.2036970,28.7929090
1.00000000,77.2037994,28.7929073
1.00000000,77.2039018,28.7929056
1.00000000,77.2040042,28.7929040
1.00000000,77.2041066,28.7929023
1.00000000,77.2042090,28.7929006
1.00000000,77.2043114,28.7928990
1.00000000,77.2044138,28.7928973
1.00000000,77.2028760,28.7928322
1.00000000,77.2029784,28.7928305
1.00000000,77.2030808,28.7928288
1.00000000,77.2031832,28.7928272
1.00000000,77.2032856,28.7928255
1.00000000,77.2033880,28.7928238
1.00000000,77.2034904,28.7928221
1.00000000,77.2035927,28.7928205
1.00000000,77.2036951,28.7928188
1.00000000,77.2037975,28.7928171
1.00000000,77.2040023,28.7928138
1.00000000,77.2041047,28.7928121
1.00000000,77.2042071,28.7928104
1.00000000,77.2043095,28.7928088
1.00000000,77.2044119,28.7928071
1.00000000,77.2045143,28.7928054
1.00000000,77.2029765,28.7927403
1.00000000,77.2030789,28.7927386
1.00000000,77.2031813,28.7927370
1.00000000,77.2032837,28.7927353
1.00000000,77.2033861,28.7927336
1.00000000,77.2034885,28.7927319
1.00000000,77.2035908,28.7927303
1.00000000,77.2036932,28.7927286
1.00000000,77.2037956,28.7927269
1.00000000,77.2038980,28.7927253
1.00000000,77.2040004,28.7927236
1.00000000,77.2041028,28.7927219
1.00000000,77.2042052,28.7927202
1.00000000,77.2043076,28.7927186
1.00000000,77.2044100,28.7927169
1.00000000,77.2029746,28.7926501
1.00000000,77.2030770,28.7926484
1.00000000,77.2031794,28.7926468
1.00000000,77.2032818,28.7926451
1.00000000,77.2033842,28.7926434
1.00000000,77.2034866,28.7926418
1.00000000,77.2035889,28.7926401
1.00000000,77.2036913,28.7926384
1.00000000,77.2037937,28.7926367
1.00000000,77.2039985,28.7926334
1.00000000,77.2041009,28.7926317
1.00000000,77.2042033,28.7926300
1.00000000,77.2043057,28.7926284
1.00000000,77.2044081,28.7926267
1.00000000,77.2029727,28.7925599
1.00000000,77.2030751,28.7925582
1.00000000,77.2031775,28.7925566
1.00000000,77.2032799,28.7925549
1.00000000,77.2033823,28.7925532
1.00000000,77.2034847,28.7925516
1.00000000,77.2035871,28.7925499
1.00000000,77.2036894,28.7925482
1.00000000,77.2037918,28.7925465
1.00000000,77.2040990,28.7925415
1.00000000,77.2042014,28.7925399
1.00000000,77.2043038,28.7925382
1.00000000,77.2044062,28.7925365
1.00000000,77.2045086,28.7925348
1.00000000,77.2029708,28.7924697
1.00000000,77.2030732,28.7924680
1.00000000,77.2031756,28.7924664
1.00000000,77.2032780,28.7924647
1.00000000,77.2033804,28.7924630
1.00000000,77.2034828,28.7924614
1.00000000,77.2035852,28.7924597
1.00000000,77.2036875,28.7924580
1.00000000,77.2037899,28.7924563
1.00000000,77.2038923,28.7924547
1.00000000,77.2040971,28.7924513
1.00000000,77.2041995,28.7924497
1.00000000,77.2043019,28.7924480
1.00000000,77.2044043,28.7924463
1.00000000,77.2045067,28.7924446
1.00000000,77.2029689,28.7923795
1.00000000,77.2030713,28.7923778
1.00000000,77.2031737,28.7923762
1.00000000,77.2032761,28.7923745
1.00000000,77.2033785,28.7923728
1.00000000,77.2034809,28.7923712
1.00000000,77.2035833,28.7923695
1.00000000,77.2036856,28.7923678
1.00000000,77.2037880,28.7923661
1.00000000,77.2038904,28.7923645
1.00000000,77.2040952,28.7923611
1.00000000,77.2041976,28.7923595
1.00000000,77.2043000,28.7923578
1.00000000,77.2044024,28.7923561
1.00000000,77.2045048,28.7923544
1.00000000,77.2029670,28.7922893
1.00000000,77.2030694,28.7922877
1.00000000,77.2031718,28.7922860
1.00000000,77.2032742,28.7922843
1.00000000,77.2033766,28.7922826
1.00000000,77.2034790,28.7922810
1.00000000,77.2035814,28.7922793
1.00000000,77.2036837,28.7922776
1.00000000,77.2037861,28.7922760
1.00000000,77.2041957,28.7922693
1.00000000,77.2042981,28.7922676
1.00000000,77.2044005,28.7922659
1.00000000,77.2045029,28.7922642
1.00000000,77.2029651,28.7921991
1.00000000,77.2030675,28.7921975
1.00000000,77.2031699,28.7921958
1.00000000,77.2032723,28.7921941
1.00000000,77.2033747,28.7921924
1.00000000,77.2034771,28.7921908
1.00000000,77.2035795,28.7921891
1.00000000,77.2036818,28.7921874
1.00000000,77.2037842,28.7921858
1.00000000,77.2041938,28.7921791
1.00000000,77.2042962,28.7921774
1.00000000,77.2043986,28.7921757
1.00000000,77.2045010,28.7921741
1.00000000,77.2030656,28.7921073
1.00000000,77.2031680,28.7921056
1.00000000,77.2032704,28.7921039
1.00000000,77.2033728,28.7921022
1.00000000,77.2034752,28.7921006
1.00000000,77.2035776,28.7920989
1.00000000,77.2036800,28.7920972
1.00000000,77.2037823,28.7920956
1.00000000,77.2040895,28.7920905
1.00000000,77.2041919,28.7920889
1.00000000,77.2042943,28.7920872
1.00000000,77.2043967,28.7920855
1.00000000,77.2044991,28.7920839
1.00000000,77.2029613,28.7920187
1.00000000,77.2030637,28.7920171
1.00000000,77.2031661,28.7920154
1.00000000,77.2032685,28.7920137
1.00000000,77.2033709,28.7920121
1.00000000,77.2034733,28.7920104
1.00000000,77.2035757,28.7920087
1.00000000,77.2036781,28.7920070
1.00000000,77.2037804,28.7920054
1.00000000,77.2041900,28.7919987
1.00000000,77.2042924,28.7919970
1.00000000,77.2043948,28.7919953
1.00000000,77.2044972,28.7919937
1.00000000,77.2029594,28.7919285
1.00000000,77.2030618,28.7919269
1.00000000,77.2031642,28.7919252
1.00000000,77.2032666,28.7919235
1.00000000,77.2033690,28.7919219
1.00000000,77.2034714,28.7919202
1.00000000,77.2035738,28.7919185
1.00000000,77.2036762,28.7919168
1.00000000,77.2037785,28.7919152
1.00000000,77.2041881,28.7919085
1.00000000,77.2042905,28.7919068
1.00000000,77.2043929,28.7919051
1.00000000,77.2044953,28.7919035
1.00000000,77.2030599,28.7918367
1.00000000,77.2031623,28.7918350
1.00000000,77.2032647,28.7918333
1.00000000,77.2033671,28.7918317
1.00000000,77.2034695,28.7918300
1.00000000,77.2035719,28.7918283
1.00000000,77.2036743,28.7918266
1.00000000,77.2037766,28.7918250
1.00000000,77.2041862,28.7918183
1.00000000,77.2042886,28.7918166
1.00000000,77.2043910,28.7918149
1.00000000,77.2030580,28.7917465
1.00000000,77.2031604,28.7917448
1.00000000,77.2032628,28.7917431
1.00000000,77.2033652,28.7917415
1.00000000,77.2034676,28.7917398
1.00000000,77.2035700,28.7917381
1.00000000,77.2036724,28.7917365
1.00000000,77.2037748,28.7917348
1.00000000,77.2038771,28.7917331
1.00000000,77.2041843,28.7917281
1.00000000,77.2042867,28.7917264
1.00000000,77.2043891,28.7917247
1.00000000,77.2030561,28.7916563
1.00000000,77.2031585,28.7916546
1.00000000,77.2032609,28.7916529
1.00000000,77.2033633,28.7916513
1.00000000,77.2034657,28.7916496
1.00000000,77.2035681,28.7916479
1.00000000,77.2036705,28.7916463
1.00000000,77.2037729,28.7916446
1.00000000,77.2038752,28.7916429
1.00000000,77.2041824,28.7916379
1.00000000,77.2042848,28.7916362
1.00000000,77.2043872,28.7916346
1.00000000,77.2030542,28.7915661
1.00000000,77.2031566,28.7915644
1.00000000,77.2032590,28.7915627
1.00000000,77.2033614,28.7915611
1.00000000,77.2034638,28.7915594
1.00000000,77.2035662,28.7915577
1.00000000,77.2036686,28.7915561
1.00000000,77.2037710,28.7915544
1.00000000,77.2038733,28.7915527
1.00000000,77.2041805,28.7915477
1.00000000,77.2042829,28.7915460
1.00000000,77.2043853,28.7915444
1.00000000,77.2030523,28.7914759
1.00000000,77.2031547,28.7914742
1.00000000,77.2032571,28.7914726
1.00000000,77.2033595,28.7914709
1.00000000,77.2034619,28.7914692
1.00000000,77.2035643,28.7914675
1.00000000,77.2036667,28.7914659
1.00000000,77.2037691,28.7914642
1.00000000,77.2038714,28.7914625
1.00000000,77.2039738,28.7914609
1.00000000,77.2041786,28.7914575
1.00000000,77.2042810,28.7914558
1.00000000,77.2030504,28.7913857
1.00000000,77.2031528,28.7913840
1.00000000,77.2032552,28.7913824
1.00000000,77.2033576,28.7913807
1.00000000,77.2034600,28.7913790
1.00000000,77.2035624,28.7913773
1.00000000,77.2036648,28.7913757
1.00000000,77.2037672,28.7913740
1.00000000,77.2038695,28.7913723
1.00000000,77.2039719,28.7913707
1.00000000,77.2031509,28.7912938
1.00000000,77.2032533,28.7912922
1.00000000,77.2033557,28.7912905
1.00000000,77.2034581,28.7912888
1.00000000,77.2035605,28.7912871
1.00000000,77.2036629,28.7912855
1.00000000,77.2037653,28.7912838
1.00000000,77.2038677,28.7912821
1.00000000,77.2039700,28.7912805
1.00000000,77.2031490,28.7912036
1.00000000,77.2032514,28.7912020
1.00000000,77.2033538,28.7912003
1.00000000,77.2034562,28.7911986
1.00000000,77.2035586,28.7911970
1.00000000,77.2036610,28.7911953
1.00000000,77.2037634,28.7911936
1.00000000,77.2038658,28.7911919
1.00000000,77.2039681,28.7911903
1.00000000,77.2031471,28.7911134
1.00000000,77.2032495,28.7911118
1.00000000,77.2033519,28.7911101
1.00000000,77.2034543,28.7911084
1.00000000,77.2035567,28.7911068
1.00000000,77.2036591,28.7911051
1.00000000,77.2037615,28.7911034
1.00000000,77.2038639,28.7911017
1.00000000,77.2039662,28.7911001
1.00000000,77.2031452,28.7910232
1.00000000,77.2032476,28.7910216
1.00000000,77.2033500,28.7910199
1.00000000,77.2034524,28.7910182
1.00000000,77.2035548,28.7910166
1.00000000,77.2036572,28.7910149
1.00000000,77.2037596,28.7910132
1.00000000,77.2038620,28.7910115
1.00000000,77.2039643,28.7910099
1.00000000,77.2040667,28.7910082
1.00000000,77.2031433,28.7909331
1.00000000,77.2032457,28.7909314
1.00000000,77.2033481,28.7909297
1.00000000,77.2034505,28.7909280
1.00000000,77.2035529,28.7909264
1.00000000,77.2036553,28.7909247
1.00000000,77.2037577,28.7909230
1.00000000,77.2038601,28.7909214
1.00000000,77.2039624,28.7909197
1.00000000,77.2040648,28.7909180
1.00000000,77.2033462,28.7908395
1.00000000,77.2034486,28.7908378
1.00000000,77.2035510,28.7908362
1.00000000,77.2036534,28.7908345
1.00000000,77.2037558,28.7908328
1.00000000,77.2038582,28.7908312
1.00000000,77.2039605,28.7908295
1.00000000,77.2040629,28.7908278
1.00000000,77.2033443,28.7907493
1.00000000,77.2034467,28.7907476
1.00000000,77.2035491,28.7907460
1.00000000,77.2036515,28.7907443
1.00000000,77.2037539,28.7907426
1.00000000,77.2038563,28.7907410
1.00000000,77.2039587,28.7907393
1.00000000,77.2040610,28.7907376
1.00000000,77.2041634,28.7907359
1.00000000,77.2032400,28.7906608
1.00000000,77.2033424,28.7906591
1.00000000,77.2034448,28.7906574
1.00000000,77.2035472,28.7906558
1.00000000,77.2036496,28.7906541
1.00000000,77.2037520,28.7906524
1.00000000,77.2038544,28.7906508
1.00000000,77.2039568,28.7906491
1.00000000,77.2040591,28.7906474
1.00000000,77.2041615,28.7906457
1.00000000,77.2042639,28.7906441
1.00000000,77.0620376,28.7928015
1.00000000,77.0621400,28.7927999
1.00000000,77.0622424,28.7927984
1.00000000,77.2032381,28.7905706
1.00000000,77.2034429,28.7905673
1.00000000,77.2035453,28.7905656
1.00000000,77.2036477,28.7905639
1.00000000,77.2037501,28.7905622
1.00000000,77.2038525,28.7905606
1.00000000,77.2039549,28.7905589
1.00000000,77.2040572,28.7905572
1.00000000,77.2041596,28.7905556
1.00000000,77.2042620,28.7905539
1.00000000,77.0620358,28.7927113
1.00000000,77.0621382,28.7927097
1.00000000,77.2032362,28.7904804
1.00000000,77.2033386,28.7904787
1.00000000,77.2034410,28.7904771
1.00000000,77.2035434,28.7904754
1.00000000,77.2036458,28.7904737
1.00000000,77.2037482,28.7904720
1.00000000,77.2038506,28.7904704
1.00000000,77.2039530,28.7904687
1.00000000,77.2040553,28.7904670
1.00000000,77.2041577,28.7904654
1.00000000,77.2042601,28.7904637
1.00000000,77.0619316,28.7926226
1.00000000,77.0620340,28.7926211
1.00000000,77.0621364,28.7926195
1.00000000,77.2032343,28.7903902
1.00000000,77.2033367,28.7903885
1.00000000,77.2034391,28.7903869
1.00000000,77.2035415,28.7903852
1.00000000,77.2036439,28.7903835
1.00000000,77.2037463,28.7903818
1.00000000,77.2038487,28.7903802
1.00000000,77.2039511,28.7903785
1.00000000,77.2040534,28.7903768
1.00000000,77.2041558,28.7903752
1.00000000,77.2042582,28.7903735
1.00000000,77.2043606,28.7903718
1.00000000,77.0619299,28.7925324
1.00000000,77.0620323,28.7925309
1.00000000,77.0621347,28.7925293
1.00000000,77.2032325,28.7903000
1.00000000,77.2033348,28.7902983
1.00000000,77.2034372,28.7902967
1.00000000,77.2035396,28.7902950
1.00000000,77.2036420,28.7902933
1.00000000,77.2037444,28.7902917
1.00000000,77.2038468,28.7902900
1.00000000,77.2039492,28.7902883
1.00000000,77.2040516,28.7902866
1.00000000,77.2041539,28.7902850
1.00000000,77.2042563,28.7902833
1.00000000,77.2043587,28.7902816
1.00000000,77.0618257,28.7924438
1.00000000,77.0619281,28.7924422
1.00000000,77.0620305,28.7924407
1.00000000,77.2033329,28.7902081
1.00000000,77.2034353,28.7902065
1.00000000,77.2035377,28.7902048
1.00000000,77.2036401,28.7902031
1.00000000,77.2037425,28.7902015
1.00000000,77.2038449,28.7901998
1.00000000,77.2039473,28.7901981
1.00000000,77.2040497,28.7901964
1.00000000,77.2041520,28.7901948
1.00000000,77.2042544,28.7901931
1.00000000,77.2043568,28.7901914
